categoryID;partID;X;Y;Z;distance;X_noise;Y_noise;Z_noise;distance_noise;intensity;red;green;blue
0.0;199.0;-2.3070878982543945;4.003243446350098;-3.9193954467773438;16.056238174438477;-2.3134965896606445;3.987293243408203;-3.9152698516845703;17.166659275240868;0.9022794860601155;0.800000011920929;0.800000011920929;0.800000011920929
0.0;199.0;-2.313828468322754;4.003243446350098;-3.8732452392578125;16.069753646850586;-2.3233847618103027;3.979485511779785;-3.8670291900634766;17.188604274304385;0.9015816698496645;0.800000011920929;0.800000011920929;0.800000011920929
0.0;199.0;-2.3205556869506836;4.0032453536987305;-3.8270487785339355;16.08327865600586;-2.3242197036743164;3.9941444396972656;-3.8246407508850098;17.185749822874982;0.9008786021729243;0.800000011920929;0.800000011920929;0.800000011920929
0.0;199.0;-2.3273186683654785;4.0032453536987305;-3.780742645263672;16.096839904785156;-2.333984851837158;3.986708641052246;-3.7763171195983887;17.2075686621373;0.9001683864617233;0.800000011920929;0.800000011920929;0.800000011920929
0.0;199.0;-2.3340702056884766;4.003240585327148;-3.7343740463256836;16.110422134399414;-2.342458724975586;3.9824533462524414;-3.7287487983703613;17.22598952105219;0.899452643314049;0.800000011920929;0.800000011920929;0.800000011920929
0.0;199.0;-2.2895545959472656;3.904210090637207;-3.9383466243743896;16.145221710205078;-2.2972359657287598;3.884913444519043;-3.933410882949829;17.249028495980696;0.23121038170346542;0.800000011920929;0.800000011920929;0.800000011920929
0.0;199.0;-2.2567901611328125;4.003243446350098;-3.9176206588745117;16.0560302734375;-2.266874313354492;3.9779415130615234;-3.9110732078552246;17.15923913866904;0.9032146340981995;0.800000011920929;0.800000011920929;0.800000011920929
0.0;199.0;-2.2634711265563965;4.003244400024414;-3.8715009689331055;16.069534301757812;-2.279393196105957;3.963336944580078;-3.861055374145508;17.18868631717233;0.9025170099913838;0.800000011920929;0.800000011920929;0.800000011920929
0.0;199.0;-2.2701802253723145;4.003244400024414;-3.8252720832824707;16.083070755004883;-2.278097152709961;3.98342227935791;-3.8200244903564453;17.17984279926615;0.9018123733089419;0.800000011920929;0.800000011920929;0.800000011920929
0.0;199.0;-2.2768759727478027;4.003246307373047;-3.7789816856384277;16.09662437438965;-2.2889323234558105;3.973093032836914;-3.770908832550049;17.20484575085986;0.9011022292051097;0.800000011920929;0.800000011920929;0.800000011920929
0.0;199.0;-2.2836084365844727;4.003243446350098;-3.732595920562744;16.11020851135254;-2.2899508476257324;3.987399101257324;-3.728306770324707;17.202655374219137;0.9003853030490147;0.800000011920929;0.800000011920929;0.800000011920929
0.0;199.0;-2.290327548980713;4.003242492675781;-3.686164379119873;16.12380599975586;-2.299978733062744;3.9791574478149414;-3.6795716285705566;17.225629300637962;0.8996629053058308;0.800000011920929;0.800000011920929;0.800000011920929
0.0;199.0;-2.297057628631592;4.003242492675781;-3.639638900756836;16.13743019104004;-2.308182716369629;3.975508689880371;-3.6319642066955566;17.243651718703926;0.8989341714404085;0.800000011920929;0.800000011920929;0.800000011920929
0.0;199.0;-2.303823471069336;4.003243446350098;-3.593018054962158;16.151081085205078;-2.3104920387268066;3.9866371154785156;-3.588372230529785;17.245384134587173;0.8981986445939474;0.800000011920929;0.800000011920929;0.800000011920929
0.0;199.0;-2.3105759620666504;4.003244400024414;-3.5463509559631348;16.164743423461914;-2.3189315795898438;3.9824600219726562;-3.5404739379882812;17.26427435830706;0.8974577550030707;0.800000011920929;0.800000011920929;0.800000011920929
0.0;199.0;-2.3173646926879883;4.003244400024414;-3.4995713233947754;16.178442001342773;-2.3217029571533203;3.992465019226074;-3.496490955352783;17.267515335882546;0.8967098926700686;0.800000011920929;0.800000011920929;0.800000011920929
0.0;199.0;-2.3241400718688965;4.0032453536987305;-3.452730655670166;16.192157745361328;-2.3355069160461426;3.9750328063964844;-3.444582939147949;17.30148971913112;0.8959566025051628;0.800000011920929;0.800000011920929;0.800000011920929
0.0;199.0;-2.330935478210449;4.003244400024414;-3.4058103561401367;16.205896377563477;-2.342568874359131;3.9744014739990234;-3.397392749786377;17.316872817030227;0.8951971134822555;0.800000011920929;0.800000011920929;0.800000011920929
0.0;199.0;-2.3377599716186523;4.003242492675781;-3.35880708694458;16.219663619995117;-2.3474931716918945;3.979137420654297;-3.351698875427246;17.32641068948846;0.8944310707694977;0.800000011920929;0.800000011920929;0.800000011920929
0.0;199.0;-2.301715850830078;3.7282485961914062;-3.9383466243743896;16.313737869262695;-2.3096437454223633;3.7081499099731445;-3.933263063430786;17.413434470013968;0.22903589279215036;0.800000011920929;0.800000011920929;0.800000011920929
0.0;199.0;-2.236232280731201;3.911121368408203;-3.9383461475372314;16.137842178344727;-2.2464098930358887;3.885345458984375;-3.9317500591278076;17.230798867214798;0.23155134625046447;0.800000011920929;0.800000011920929;0.800000011920929
0.0;199.0;-2.206501007080078;4.003243446350098;-3.9158616065979004;16.055818557739258;-2.216310501098633;3.9784278869628906;-3.9094371795654297;17.14104705402898;0.9041449025359822;0.800000011920929;0.800000011920929;0.800000011920929
0.0;199.0;-2.213132381439209;4.003243446350098;-3.869725227355957;16.069326400756836;-2.2170181274414062;3.993424415588379;-3.867154121398926;17.13769579468618;0.9034465789206501;0.800000011920929;0.800000011920929;0.800000011920929
0.0;199.0;-2.2197985649108887;4.003244400024414;-3.823495864868164;16.082860946655273;-2.2257180213928223;3.988302230834961;-3.819538116455078;17.15675450114477;0.9027414396268383;0.800000011920929;0.800000011920929;0.800000011920929
0.0;199.0;-2.2264528274536133;4.003243446350098;-3.7772035598754883;16.096418380737305;-2.2383127212524414;3.9733381271362305;-3.769193649291992;17.18686418815436;0.902030675975687;0.800000011920929;0.800000011920929;0.800000011920929
